artist,album_title,year,track_count,art_url
Hypocrisy,Into the Abyss,2000,10,https://coverartarchive.org/release/e8f878c4-4484-40b8-b51e-e59926fd1528/front-250
Hypocrisy,Catch 22,2002,10,https://coverartarchive.org/release/2dc6db1d-5a6b-4c2f-812d-eaf909d8f07b/front-250
Noogie,Learn to Swim,2000,10,https://coverartarchive.org/release/ca215b91-4b46-42bd-897c-e8f3009fee36/front-250
Cannibal Corpse,The Wretched Spawn,2004,27,https://coverartarchive.org/release/e3f59308-783e-44ba-9608-2fa84c0b068a/front-250
Saliva,Every Six Seconds,2001,12,https://coverartarchive.org/release/f38a8e29-3c4f-438b-809d-afd2ac0b603b/front-250
Bishop Allen,Charm School,2003,13,https://coverartarchive.org/release/50c190da-8631-4111-91a7-562c59f116c0/front-250
A Fir-Ju Well,Absolutely,2005,11,https://coverartarchive.org/release/5214af97-9703-4a8d-9e13-3edff45a8931/front-250
Sleep,Christopher,2005,16,https://coverartarchive.org/release/b42e96e4-c073-4d4d-bfe3-863df69920c3/front-250
Tally Hall,Marvin’s Marvelous Mechanical Museum,2006,15,https://coverartarchive.org/release/5414773b-22f5-46eb-8678-901dbf50c52f/front-250
Echobox,Out Of The Blue,2000,12,https://coverartarchive.org/release/8adeb289-d90a-405e-8cdc-5dedaedd90de/front-250
Rowetta,Rowetta,2005,16,https://coverartarchive.org/release/cae4410e-e791-4366-9b57-d506b6018c50/front-250
Turner,A Pack of Lies,2002,13,https://coverartarchive.org/release/3c83068a-80bc-4ef0-93eb-eeb1321301d2/front-250
Turner,Slow Abuse,2005,10,https://coverartarchive.org/release/edfb7bcc-2adb-4c0e-b3dc-395710370700/front-250
The Hairy Nobs,The Endless Ass-To-Mouth Extravaganza,2005,15,https://coverartarchive.org/release/2c95fff5-fe54-49cd-81c8-c627b0a667d6/front-250
Navraj Gurung,Rhythmic Journey,2002,7,https://coverartarchive.org/release/b653f9df-7ac2-4183-805d-16768b21108b/front-250
Nicola Hitchcock,Passive Aggressive,2005,11,https://coverartarchive.org/release/7228584d-883d-45af-9572-22ae93f0a5ee/front-250
Peter Davison,Adagio: Music for Healing,2000,5,https://coverartarchive.org/release/b7c0a1fb-45d6-46d7-95c4-fb63e76d95be/front-250
Boole,Pheromones,2002,13,https://coverartarchive.org/release/c187e7d4-ed05-4621-b4b2-b4658341bdc9/front-250
Gregory Isaacs,Open the Door,2004,15,https://coverartarchive.org/release/3c865167-3f6b-4986-97f4-c50142be397c/front-250
Pegz,Axis,2005,14,https://coverartarchive.org/release/0eb7c738-7141-469d-aed5-63fd40153f8b/front-250
Winterpills,Winterpills,2005,10,https://coverartarchive.org/release/313ede07-4501-4cd8-88b6-57ac9045408d/front-250
Colossus,West Oaktown,2005,29,https://coverartarchive.org/release/ce8125ec-82a4-4f16-8a37-07cc296ad653/front-250
Burn Season,Burn Season,2005,12,https://coverartarchive.org/release/4cfe40ea-d580-4707-895e-76b2b0b86843/front-250
Grace Gale,A Few Easy Steps to Secure Heli-Camel Safety,2005,9,https://coverartarchive.org/release/7f2df2dd-89ba-48c7-af7c-b63f960400f5/front-250
Fatlip,The Loneliest Punk,2005,23,https://coverartarchive.org/release/90bcbeba-100a-4c90-944d-4f9cc661b694/front-250
Darzamat,Oniriad,2003,9,https://coverartarchive.org/release/f74efb08-5671-496e-99c1-55e25c91c194/front-250
Unbound,... In Infinity,2000,12,https://coverartarchive.org/release/ab4588bf-dba6-4e89-be68-d6a359e20d62/front-250
José González,Veneer,2005,11,https://coverartarchive.org/release/32d6a255-0582-3b20-9409-cb942bdafa43/front-250
Cerberus,The Cage of Existence,2005,10,https://coverartarchive.org/release/fee3fe80-2220-4ae8-a73c-5d000eb8363b/front-250
Claire Fitch,Ambiencellist,2003,10,https://coverartarchive.org/release/9d0b6978-33cb-4560-9db1-bc2be5c6006d/front-250
Pfeifer Sam,The Flower Garland School,2004,10,https://coverartarchive.org/release/0be8bd32-3ca2-42ed-8fc2-6043e0597ab4/front-250
J. Rhodes,Jack Me Off Jesus Jack Me Off,2004,10,https://coverartarchive.org/release/637bde82-fe63-4f41-809a-b3ea05655d0f/front-250
Wishing Well,Ogrody,2001,6,https://coverartarchive.org/release/1ef40bbf-b9a2-4fc9-9530-837be4a87e0a/front-250
Neil Zaza,Melodica,2005,15,https://coverartarchive.org/release/9c22f721-b5a9-4926-a09d-4dc015523a1d/front-250
Darzamat,In the Flames of Black Art,2003,9,https://coverartarchive.org/release/ecfec15e-d372-4173-9f98-e8f0f4a09c56/front-250
Grimfist,10 Steps to Hell,2005,10,https://coverartarchive.org/release/b392e228-dac6-4938-8dfa-29f6043ce2ff/front-250
Grand Buffet,Sparkle Classic,2000,11,https://coverartarchive.org/release/f1471892-a993-490b-92a9-5a600b6dcc38/front-250
Hangnail,Transparent,2003,11,https://coverartarchive.org/release/8e75356f-743c-418d-a57c-78ee3f277567/front-250
The Twin Atlas,Sun Township,2005,10,https://coverartarchive.org/release/2f0e2fc8-ad92-4ba5-b55a-352748c619d6/front-250
Atrium Carceri,Kapnobatai,2005,14,https://coverartarchive.org/release/83c9acea-1b68-4361-831f-28610faa16b4/front-250
OK Go,Oh No,2005,14,https://coverartarchive.org/release/cf620f69-4310-4750-a67b-645dde45390c/front-250
Tim Fite,Gone Ain’t Gone,2005,17,https://coverartarchive.org/release/971b14fe-0a40-4ee3-bd75-84c439cd68d7/front-250
Saga,Marathon,2003,11,https://coverartarchive.org/release/f929b8a6-ef03-4d90-ba78-6a77ee6e777a/front-250
Ella Fitzgerald & Louis Armstrong,Ella and Louis Again,2003,19,https://coverartarchive.org/release/cd9adfc9-9b17-3fff-a3db-0c48626b4f1d/front-250
The Subways,Young for Eternity,2005,12,https://coverartarchive.org/release/9bbfc905-895c-483d-9e00-cb41ad9ca257/front-250
Paul Oakenfold,Bunkka,2002,11,https://coverartarchive.org/release/6d2f5286-ca59-4a3c-b060-9758584c9db4/front-250
Saga,House of Cards,2001,12,https://coverartarchive.org/release/7e335d9b-8f12-418e-a957-d203dd86e14c/front-250
Karl Larsson,Pale as Milk,2005,9,https://coverartarchive.org/release/a4a1826a-3b95-4770-bfe1-33387bd398e1/front-250
Current 93,Imperium,2001,9,https://coverartarchive.org/release/2e016fcc-a638-4f5c-83e1-94bd83b3ce47/front-250
Thinking Plague,A History of Madness,2003,12,https://coverartarchive.org/release/09849599-d8de-4758-98fd-2da6ddd5587e/front-250
…and Oceans,A.M.G.O.D.,2001,9,https://coverartarchive.org/release/19d833ea-54b2-4ac0-822b-37d5a2839999/front-250
…and Oceans,Cypher,2002,13,https://coverartarchive.org/release/745f49ef-c03a-437a-b178-d662d89daaa2/front-250
Drakkar,Gemini,2000,11,https://coverartarchive.org/release/93df677f-4236-4866-82ff-c4236d029f78/front-250
Cold,A Different Kind of Pain,2005,12,https://coverartarchive.org/release/f79d2295-35be-474e-9c3b-fe7223e2e483/front-250
Greg Porée,The Night Before,2004,10,https://coverartarchive.org/release/13595f95-0178-40e3-9086-b12e379362c3/front-250
Various Artists,What a Concept! A Salute to Teenage Fanclub,2004,24,https://coverartarchive.org/release/b72c2096-eb08-46a8-9ec4-32398ea24261/front-250
Drakkar,Razorblade God,2002,10,https://coverartarchive.org/release/76601b40-3392-490b-96ac-fffa84d64ac6/front-250
Sigmatibet,Different World,2004,13,https://coverartarchive.org/release/9201c113-a004-4b93-a805-22cd4480397b/front-250
Greg Porée Group,Vertical Motion,2004,10,https://coverartarchive.org/release/72df1578-d76f-4017-82a1-fbff0d91ed92/front-250
Heinali,Grey Eyes,2003,8,https://coverartarchive.org/release/db25f342-51ef-4015-984a-4135dc7db982/front-250
Sandra Oxenryd,All There Is,2005,9,https://coverartarchive.org/release/d8c3393a-eeb8-4845-b61e-68d889f2dd60/front-250
The Wallstones,Pleasure and Pain,2005,12,https://coverartarchive.org/release/5b25d12f-1424-461b-98ba-469a874c7e93/front-250
Kinky Friedman,Under the Double Ego,2003,10,https://coverartarchive.org/release/84536d47-a480-3ccb-809b-300b24c5b60f/front-250
지아,Big Bang,2002,12,https://coverartarchive.org/release/8818e92a-afe8-4dc0-93ab-343266c5f99b/front-250
Hangface,Freak Show,2005,13,https://coverartarchive.org/release/7278b392-02a5-4b32-8ca0-3965de0fff81/front-250
One Car Pile-Up,Worst Episode Ever,2003,18,https://coverartarchive.org/release/70236027-1c34-4fa7-bee6-6d13c82651e1/front-250
Kylesa,Kylesa,2002,8,https://coverartarchive.org/release/458a88e3-a2d8-49e3-94fa-e25f3b6ca5cf/front-250
Producer Snafu,IDM for Cholos,2005,16,https://coverartarchive.org/release/042bad2d-781a-48c9-aa25-f1f3f12d7613/front-250
Pornorama,Under the Second,2005,12,https://coverartarchive.org/release/ad4e284d-3e97-4225-81c1-3a084742f60c/front-250
Heinali,Radioactive Illusion,2002,6,https://coverartarchive.org/release/d70c25a8-9661-4ff9-9a73-d7016342a5e7/front-250
Producer Snafu,"Lonely Soul, Poor Me",2004,15,https://coverartarchive.org/release/d8279245-a772-43ae-bf67-bcd75d65909a/front-250
Play‐N‐Skillz,The Process,2004,15,https://coverartarchive.org/release/c51e56df-ee0a-4e84-bf98-0a9ed2389077/front-250
Ryan Tracy Band,Rain Won't Stop,2000,13,https://coverartarchive.org/release/c53b931e-b45f-46ff-b4ae-f8b8b44cee6d/front-250
Psycho Baba,On the Roof of Kedar Lodge,2001,13,https://coverartarchive.org/release/d99e81c2-c3b9-4362-adc6-1da2a72ad25e/front-250
NME.Mine,Life Without Water,2005,11,https://coverartarchive.org/release/82f08e14-b4bf-4ceb-88e8-0b2101d701cd/front-250
Dom Italiano,Part 1: I Guess You've Gotta Start Somewhere...,2004,11,https://coverartarchive.org/release/0b76f7d2-c7cd-40a8-8e7f-fea7c40abe99/front-250
Nikola Jankov,A Master on Clarinet,2001,17,https://coverartarchive.org/release/35dd995d-5ad3-46d1-9019-5c27d76d646a/front-250
Robert Gordon,Satisfied Mind,2004,14,https://coverartarchive.org/release/a6c03b0f-e8f9-4cfa-9719-d6e9c1fc862c/front-250
Doof,Let's Turn On,2000,9,https://coverartarchive.org/release/dae4bbc2-a944-3d62-a339-d0edb1ea13b7/front-250
Ecthalion,In the Embrace of Nocturnity,2000,7,https://coverartarchive.org/release/d6d6a535-1cbc-4db3-aeec-2ac67704fd15/front-250
Fate,Rock,2002,10,https://coverartarchive.org/release/875e95ca-1c9c-401a-9274-228eb4906501/front-250
G4,G4 & Friends,2005,15,https://coverartarchive.org/release/a0d35215-2a8d-4e16-a275-c4b6631310a0/front-250
Tiefschwarz,Eat Books,2005,12,https://coverartarchive.org/release/ce89017d-3539-4028-aa81-8357c0499b0a/front-250
Charlie Rich,Behind Closed Doors,2001,15,https://coverartarchive.org/release/a7a67137-95f2-4247-a040-5978e3ec7f3c/front-250
Doof,It's About Time,2000,8,https://coverartarchive.org/release/21c736b7-ad1f-42aa-b51c-d0bb189e9379/front-250
Of the Hour,Entropy,2005,11,https://coverartarchive.org/release/3ebad925-b745-458b-bf25-438bf80b7ff2/front-250
Martyrdom,Martyrdom,2004,7,https://coverartarchive.org/release/93664796-d618-45d5-b99f-b4e9b37758ca/front-250
Daniel May,Music to Improve Relaxation,2005,6,https://coverartarchive.org/release/1450a2ab-12cb-47cd-a804-575d9d014524/front-250
Adam Brodsky,Dork,2003,26,https://coverartarchive.org/release/d13cc0f4-1e5c-443a-a567-1abbcfa01aaf/front-250
Speakeasy,No Cover Charge,2001,16,https://coverartarchive.org/release/70ccaf82-9af6-4ea2-9248-ac3e49bfd213/front-250
w-inds.,w-inds. 〜THE SYSTEM OF ALIVE〜,2002,14,https://coverartarchive.org/release/eb08647a-07e4-46e4-8554-0eca48723283/front-250
Jana Hunter,Blank Unstaring Heirs of Doom,2005,13,https://coverartarchive.org/release/1005917e-1f21-497d-b8ee-80034c0f97ce/front-250
Various Artists,Kosmoloko,2004,10,https://coverartarchive.org/release/21570ade-882a-438e-97be-620414e9a1aa/front-250
Proswell & wwcarpen,Proswell & wwcarpen,2006,19,https://coverartarchive.org/release/2eb3347b-e72d-4c09-bfa5-615cf3f2c542/front-250
Speakeasy,Fresh,2002,13,https://coverartarchive.org/release/736e8c02-013e-40c8-9fdf-5c64115406d3/front-250
Pete Namlook & Klaus Schulze,The Dark Side of the Moog IX,2002,6,https://coverartarchive.org/release/f8a09756-d2a1-4c3d-8d87-5ec296af63a1/front-250
Jerry Douglas,The Best Kept Secret,2005,11,https://coverartarchive.org/release/dba019a0-7210-454d-9824-ed213c3259e9/front-250
Stunt Rock,"This Is Stunt Rock, Volume Three",2005,16,https://coverartarchive.org/release/702cc752-ef97-443b-bbcd-c25eb9540b8d/front-250
Flexitones,Joyrider,2004,13,https://coverartarchive.org/release/ca66d3d6-5706-4f75-8e9c-b288ba505a19/front-250
Leaves,Breathe,2003,13,https://coverartarchive.org/release/e8d06ec1-3d59-4a75-b816-0236758693bf/front-250
Crooked Still,Hop High,2004,11,https://coverartarchive.org/release/550bf7b8-4578-4c4b-b8e2-a6759ab5582c/front-250
Black Moth Super Rainbow,Start a People,2004,16,https://coverartarchive.org/release/6a58315a-4c35-4ba2-bc69-34777c25fca5/front-250
Haus Arafna,Butterfly,2003,13,https://coverartarchive.org/release/7589f142-5f8f-40ac-8f19-75add04edab3/front-250
El Guapo,Super/System,2002,18,https://coverartarchive.org/release/4138718a-a4a4-4b9e-82a1-419a5805f179/front-250
Kuba,15 Episodes of Kuba,2002,15,https://coverartarchive.org/release/906f688a-0431-40d2-b456-4a5e0104166a/front-250
The Wrong Side,The Wrong Side of the Grave,2004,11,https://coverartarchive.org/release/0b406349-5d06-4400-bf03-98a339ae0d27/front-250
The Beat Buttons,The Beat Buttons,2005,11,https://coverartarchive.org/release/4f81cc81-729b-48ad-99c1-9f24f1fc7c68/front-250
Haus Arafna,Children of God,2000,11,https://coverartarchive.org/release/90c08f94-8701-3a5c-862d-9e4c20c5e51a/front-250
Ketil Bjørnstad,Floating,2005,16,https://coverartarchive.org/release/6bf927a7-ca9c-41d6-a24d-52d6a2b07232/front-250
The Wallflowers,Red Letter Days,2002,13,https://coverartarchive.org/release/c644ab93-a151-4ade-b553-a1414ea57088/front-250
Saga,Network,2004,10,https://coverartarchive.org/release/bd0c8ccc-af15-4503-b0e4-a6e77ebd4aa0/front-250
Nino Katamadze & Insight,Nino Katamadze & Insight,2004,10,https://coverartarchive.org/release/b07d61fb-0132-408b-8d4c-fe8f216bd6d9/front-250
Joan Baez,Any Day Now,2005,18,https://coverartarchive.org/release/6aa94c90-c362-4b1b-8063-6ed127d35b17/front-250
Saga,Behaviour,2003,11,https://coverartarchive.org/release/3fdd0918-0dea-3371-9172-de9d0d7b2f35/front-250
Nino Katamadze,Ordinary Day,2004,11,https://coverartarchive.org/release/22037ee4-9194-421d-bc1b-6e39d8ede8e7/front-250
Saga,Pleasure & The Pain,2003,10,https://coverartarchive.org/release/8bb8b943-f5af-33ee-b515-315fb573ec58/front-250
Saga,Heads or Tales,2003,10,https://coverartarchive.org/release/c446f598-b3ca-372b-893b-4a1e19fffdec/front-250
Saga,Steel Umbrellas,2003,11,https://coverartarchive.org/release/0320643a-5ce8-4be9-9f4c-b219a7ba98f3/front-250
Cyclotimia,Wasteland,2002,10,https://coverartarchive.org/release/65c898bb-9c90-401a-9aa2-3b23c7c1f091/front-250
The Sea and Cake,One Bedroom,2003,12,https://coverartarchive.org/release/b188c58c-f17a-445c-90af-370191a0946b/front-250
Saga,Phase One,2003,9,https://coverartarchive.org/release/e175a025-4b7b-4024-825c-720826827a8b/front-250
Spineshank,Self-Destructive Pattern,2003,12,https://coverartarchive.org/release/7d1ad937-e7c8-40e8-be4b-cd547bfe3a24/front-250
Saga,Images at Twilight,2002,8,https://coverartarchive.org/release/a59772fe-e7c0-3c0f-b1cf-3a0e15f69f6b/front-250
Saga,The Security of Illusion,2003,11,https://coverartarchive.org/release/0e2ea1ee-04cd-38c0-833f-a2a839a404c9/front-250
The Machine in the Garden,Asphodel,2002,14,https://coverartarchive.org/release/76621d98-6dc8-4139-8b6e-93a14baed2dc/front-250
Various Artists,Sharp Dressed Men: A Tribute to ZZ Top,2002,15,https://coverartarchive.org/release/4e9aa6aa-6c4d-43c0-9cf0-47ba64e9b649/front-250
Enduser,Comparing Paths,2005,13,https://coverartarchive.org/release/48a0cf16-bcc0-47f6-9cdf-9035ea6cb76d/front-250
Bruce Dickinson,Skunkworks,2005,24,https://coverartarchive.org/release/69fa3d3e-b722-4aa2-9d19-1ec4301ecf74/front-250
Watershed,"The More It Hurts, the More It Works",2002,12,https://coverartarchive.org/release/c5f7a5ed-226a-33c5-b588-baf1246d3047/front-250
Dan Patlansky,True Blues,2004,16,https://coverartarchive.org/release/f791fa67-277e-41a7-bca0-560f14b80994/front-250
Strange Corner,The Flight,2001,7,https://coverartarchive.org/release/e86d24ac-e9b0-44a9-9254-e5f6d3ddb636/front-250
Nuclear Assault,Third World Genocide,2005,13,https://coverartarchive.org/release/5cbeaea6-bacc-4175-b7fb-51ae034684a6/front-250
Watershed,Wrapped in Stone,2003,12,https://coverartarchive.org/release/debaa5df-a0bf-450a-8557-29a3230c7383/front-250
The Machine in the Garden,Out of the Mists,2000,14,https://coverartarchive.org/release/ea9d8682-c9ea-49f2-899e-5bd8abcd4c51/front-250
50 Cent,The Massacre,2005,22,https://coverartarchive.org/release/be552d8f-ad3c-474e-9b3d-dc899aebec2e/front-250
Watershed,In the Meantime,2000,11,https://coverartarchive.org/release/4f61cdf8-4b8a-469f-aa4f-0a2ec537b58d/front-250
"Defiance, Ohio",Share What Ya Got,2003,9,https://coverartarchive.org/release/72ff8028-37b2-4f45-917c-b525dc16cae8/front-250
Blindside,The Great Depression,2005,14,https://coverartarchive.org/release/87d9a169-9bba-489a-8ba1-de19c48bb1b2/front-250
Strange Corner,Price to Pay,2002,7,https://coverartarchive.org/release/9fe1fccf-0e54-434f-9e9c-a854a50e7748/front-250
Sam Champion,Slow Rewind,2005,10,https://coverartarchive.org/release/c18ceb1f-bad6-4dc3-837f-7931528ffbba/front-250
Frank Black and the Catholics,Sunday Sunny Mill Valley Groove Day,2000,10,https://coverartarchive.org/release/aa53591d-874e-44fe-97f5-f1ba5925fc05/front-250
Heinali,Devoted,2004,13,https://coverartarchive.org/release/5aca1e5c-5730-4e99-a46b-3a651c63ef1b/front-250
All Alone,Silent Touch,2004,6,https://coverartarchive.org/release/d4fb31ae-12b9-472a-8214-2d2ee47e0e01/front-250
Maxi Priest,2 the Max,2005,12,https://coverartarchive.org/release/308af70f-1a74-4024-9b2b-c3bc55bcd93c/front-250
Project 86,...And the Rest Will Follow,2005,12,https://coverartarchive.org/release/ea64aaa9-6f8e-4554-bed3-b96901012c07/front-250
Eraldo Bernocchi & Harold Budd,Music for ‘Fragments From the Inside’,2005,7,https://coverartarchive.org/release/2ecaff34-4631-4b51-889d-d96a40223558/front-250
Briskeby,Jumping on Cars,2005,10,https://coverartarchive.org/release/a5ba5685-db93-4928-9a8e-ea2d6a4fda1e/front-250
The Gris Gris,For the Season,2005,12,https://coverartarchive.org/release/6bcc85f4-2873-4a2a-b30e-f660b8c54ff8/front-250
Heinali,Emotion Controller,2005,6,https://coverartarchive.org/release/c897bc2a-facf-42e4-965b-16e3fce13352/front-250
Signaldrift,Girl,2005,13,https://coverartarchive.org/release/a126a51a-74c6-4135-8c21-312e06752311/front-250
Del Shannon,Hats Off to Del Shannon,2005,12,https://coverartarchive.org/release/ac74973d-900c-356e-b129-ae9de2c6a996/front-250
Del Shannon,Handy Man,2005,12,https://coverartarchive.org/release/e7321c18-bd2d-3b22-95ea-9182de70a82e/front-250
Ark Sano,Eclipse: Piano Tribute to Evanescence,2005,11,https://coverartarchive.org/release/c6d3158a-6c3c-400b-be22-c858b80825b6/front-250
Helgi Odinsson,Morning Insomnia,2004,7,https://coverartarchive.org/release/893bd972-a756-403c-b1ad-753aac08b295/front-250
Del Shannon,Little Town Flirt,2005,15,https://coverartarchive.org/release/82bc9094-beac-373f-8891-f0362338bd3c/front-250
Buckcherry,15,2006,13,https://coverartarchive.org/release/2eb7b6d2-2c92-42b3-99a1-8863095fed1c/front-250
Vitamin String Quartet,The String Quartet Tribute to System of a Down's Mezmerize,2005,11,https://coverartarchive.org/release/305473df-c21f-4b65-a44d-1795cf76d26e/front-250
The Legends,Public Radio,2005,12,https://coverartarchive.org/release/c3d29d3a-c55e-4a64-aff0-fcfdfc701ec1/front-250
Pati Domino,Outside In,2005,12,https://coverartarchive.org/release/5d2df893-bce2-49d1-ae50-9f2be83e417a/front-250
Melanie C,Beautiful Intentions,2005,12,https://coverartarchive.org/release/cdb6b8e2-ada5-4332-a1c8-9cf36827e043/front-250
Species of Fishes,Species of Fishes,2000,12,https://coverartarchive.org/release/4d7fc330-83dd-491e-92ba-62092a0fdab1/front-250
Tiffany,The Color of Silence,2001,13,https://coverartarchive.org/release/379e8c36-e9ed-4372-ad76-931269ed9b13/front-250
VHS or Beta,Night on Fire,2004,10,https://coverartarchive.org/release/3457f12d-5f3b-4789-a3cb-8dec4219ff60/front-250
VHS or Beta,Le Funk,2002,6,https://coverartarchive.org/release/833ea221-279e-414a-af49-02ed5e47b9e4/front-250
Saga,Worlds Apart,2003,9,https://coverartarchive.org/release/380a9f2f-3868-3e85-8924-6255228bee41/front-250
Spouse,Are You Gonna Kiss or Wave Goodbye?,2004,12,https://coverartarchive.org/release/7d8f0fc8-ce25-40fd-9da5-54770e3c598d/front-250
Natalie MacMaster,Blueprint,2003,13,https://coverartarchive.org/release/03d3c9df-fb7b-4061-b08b-a1cf8731ad06/front-250
Species of Fishes,"Songs of a Dumb World, Part 2",2000,10,https://coverartarchive.org/release/43f0a3e3-826b-4d76-80c4-78f097d5134f/front-250
Jane Siberry,Shushan the Palace (Hymns of Earth),2003,9,https://coverartarchive.org/release/d5fa2895-f52d-45ba-9e4f-ab9706d535d0/front-250
The Whiskey Drifters,Down n' Out,2005,11,https://coverartarchive.org/release/8423f066-9fd8-4147-897a-a9ecad0b8b1d/front-250
Hinder,Extreme Behavior,2005,10,https://coverartarchive.org/release/b70fff68-559c-4efd-a035-5974cac6bd87/front-250
Ohm Square,Love Classics,2005,12,https://coverartarchive.org/release/8191b283-a6d1-436c-9692-3f586b54fcab/front-250
Elemeno P,Trouble in Paradise,2005,11,https://coverartarchive.org/release/869fb630-7007-44e4-adcb-c4dfc1333518/front-250
Fort Minor,The Rising Tied,2005,16,https://coverartarchive.org/release/43626f9f-373f-451e-a0b7-b1b61172f786/front-250
The Illuminati,On Borrowed Time,2004,13,https://coverartarchive.org/release/5332c1c4-426b-4c2b-9591-3aaf91ad4fab/front-250
E*Vax,Parking Lot Music,2001,11,https://coverartarchive.org/release/64d6258e-391b-4575-b4a2-3b92fe0fbae2/front-250
Ordo Rosarius Equilibrio & Spiritual Front,Satyriasis: Somewhere Between Equilibrium and Nihilism,2005,8,https://coverartarchive.org/release/9a3a5080-39e8-4d92-9b1d-f2c1b291d4f1/front-250
Darkbuster,A Weakness for Spirits,2005,18,https://coverartarchive.org/release/e63cf285-0edd-47a7-bde1-1c94eea6712f/front-250
Devil in a Woodpile,In Your Lonesome Town,2005,12,https://coverartarchive.org/release/6933926e-b910-4254-aa01-0438f34c56ef/front-250
Michelle Gregoire,Reaching,2004,8,https://coverartarchive.org/release/75efc4d9-ccc2-4986-83dd-c6732d6c82e6/front-250
Declan de Barra,Song of a Thousand Birds,2005,11,https://coverartarchive.org/release/e1146c62-de39-4e99-8c4c-fface3336d88/front-250
J. Scott Franklin,Chain of Words,2004,18,https://coverartarchive.org/release/a685d27d-03a8-4eb9-bd0f-78e88ba1622b/front-250
Kirk MacDonald,New Beginnings,2000,8,https://coverartarchive.org/release/aad960f9-3527-46c5-bd1d-2dba371f8812/front-250
Rogue Wave,Out of the Shadow,2004,12,https://coverartarchive.org/release/df66511b-d830-4ab2-9eb4-c56f2f41713b/front-250
Hukwe Zawose & Michael Brook,Assembly,2002,9,https://coverartarchive.org/release/e2adbbbd-bc24-4406-970d-17107692a4bb/front-250
The Crickets,In Style With the Crickets,2001,18,https://coverartarchive.org/release/bffb815f-5adc-439e-996b-0db1d0814dd6/front-250
The Juan MacLean,Less Than Human,2005,9,https://coverartarchive.org/release/16fc57af-24fb-414a-8640-bf92485ca725/front-250
Kane,Fearless,2005,13,https://coverartarchive.org/release/fff1448d-ab90-4bed-a53b-62b423938435/front-250
Qua,Forgetabout,2002,13,https://coverartarchive.org/release/aea43504-8991-4beb-946c-22cc9b4fa11d/front-250
Reflux,The Illusion of Democracy,2004,11,https://coverartarchive.org/release/f5e37d52-5925-4502-bbdb-99d4f5e26331/front-250
Beloved,Failure On,2003,10,https://coverartarchive.org/release/f646e4b6-8aa4-4d0b-84f8-db0cf5bb995c/front-250
The Esoteric,With the Sureness of Sleepwalking,2005,13,https://coverartarchive.org/release/85ff6da8-f183-4ab4-aeb9-bc4e2d2c6db6/front-250
Kane,So Glad You Made It,2002,16,https://coverartarchive.org/release/851bf446-607e-42b8-bb34-e1c2ff29d37c/front-250
Gorod,Neurotripsicks,2005,12,https://coverartarchive.org/release/d721f708-2547-4613-bcb6-2ff6660142a7/front-250
Qua,Painting Monsters on Clouds,2004,11,https://coverartarchive.org/release/d430a7b8-1df3-4819-accc-8476c6c573a7/front-250
Son of Sam,Songs from the Earth,2001,10,https://coverartarchive.org/release/d41a5a92-e7e5-4adc-9dbe-d01b29e985f2/front-250
London After Midnight,Psycho Magnet,2003,17,https://coverartarchive.org/release/e46de6fb-f320-4ddf-be16-94d0dfc02658/front-250
Chastisement,Alleviation of Pain,2004,11,https://coverartarchive.org/release/94ac40c7-99ae-4aa4-9d96-c67781eab1b2/front-250
Pelican,Australasia,2003,6,https://coverartarchive.org/release/71794ed3-3763-482b-b24e-7a6adf751aa9/front-250
Every Time I Die,Gutter Phenomenon,2005,11,https://coverartarchive.org/release/8bc8d446-5b5f-49de-b9c0-31ce46283831/front-250
Compos Mentis,Fragments of a Withered Dream,2003,8,https://coverartarchive.org/release/02aaa205-8b32-4dab-a37f-3758cc2bbacb/front-250
Embrace the End,Counting Hallways to the Left,2005,10,https://coverartarchive.org/release/2bbe3a4b-fa78-4304-bb36-961784db6544/front-250
Drastisch,Pleasureligion,2003,7,https://coverartarchive.org/release/317e4fdc-ef0e-410c-94e2-d076aac933a9/front-250
Titanic,Titanic,2000,10,https://coverartarchive.org/release/498d7954-cb8b-4ad5-8b13-a5a763242b57/front-250
Jiyuna,Jiyuna,2002,9,https://coverartarchive.org/release/54c6c6b4-57ca-41aa-9630-f9d767b761cd/front-250
Titanic,Sea Wolf,2002,10,https://coverartarchive.org/release/9952e5d0-f5cd-49c6-86d1-3e07260b8180/front-250
Richard For Cerebellum,Thoughts That Breathe...Words That Burn,2005,9,https://coverartarchive.org/release/c72d6035-f13e-4983-8031-3b7d34a3bf09/front-250
Nuff Said,Blue,2003,12,https://coverartarchive.org/release/ef796fad-c38f-488c-86e5-7a51ef21c29b/front-250
Gurkkhas,"Engraved in Blood, Flesh and Souls",2001,9,https://coverartarchive.org/release/95591560-54d5-3052-a9bb-361718c4b1d0/front-250
Sinaloa,Footprints on Floorboards,2005,10,https://coverartarchive.org/release/557c2945-a349-4ae0-936c-ddbc82b7bc8d/front-250
Hugs,The Tarpit,2005,13,https://coverartarchive.org/release/c07b481f-83db-464b-90db-df16d0259930/front-250
Solitune,o.k. rewind,2005,7,https://coverartarchive.org/release/34d30800-9463-4485-9e1f-ca7e72063e91/front-250
Holly Golightly,Truly She Is None Other,2003,13,https://coverartarchive.org/release/30628b23-4f1b-430e-8fbb-9ae7ca378975/front-250
Complete Exclude,Peace,2003,10,https://coverartarchive.org/release/ce68c23e-1bc9-4a70-b725-64b0778b5e4e/front-250
